season_id,player_id,player_season,player,season,season_start,age,team,league,pos,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,all-nba
9415,1718,10,Chris Mills,2002-03,2002,33,GSW,NBA,PF,21,0,12.5,1.9,5,0.368,0.3,1.2,0.28,1.5,3.9,0.395,0.401,0.8,0.9,0.889,0.9,1.5,2.4,1,0.3,0.1,0.5,1.4,4.8,12.7,0.443,0.236,0.17,7.8,12.5,10.2,13.4,1.4,0.8,8.1,20.1,0.3,0,0.3,0.059,-0.2,-2.6,-2.8,3.7,0
9416,1719,1,Patty Mills,2009-10,2009,21,POR,NBA,PG,10,0,3.8,1,2.4,0.417,0.2,0.4,0.5,0.8,2,0.4,0.458,0.4,0.7,0.571,0.1,0.1,0.2,0.5,0,0,0.4,0.6,2.6,11.9,0.48,0.167,0.292,3.2,3.3,3.3,27.1,0,0,12.9,38.9,0,0,0,-0.036,-1.8,-6.7,-8.5,2,0
9417,1719,2,Patty Mills,2010-11,2010,22,POR,NBA,PG,64,0,12.2,2.1,5.1,0.412,0.7,2.1,0.353,1.4,3,0.451,0.483,0.6,0.7,0.766,0.3,0.5,0.8,1.7,0.4,0,1,1,5.5,13,0.506,0.405,0.143,2.8,5.2,4,24.3,1.9,0.1,15.1,24.5,0.2,0.5,0.7,0.044,-0.1,-3.5,-3.6,1.5,0
9418,1719,3,Patty Mills,2011-12,2011,23,SAS,NBA,PG,16,3,16.3,3.9,8.1,0.485,1.5,3.5,0.429,2.4,4.6,0.527,0.577,0.9,0.9,1,0.3,1.5,1.8,2.4,0.6,0.1,1.6,0.9,10.3,21.5,0.604,0.431,0.115,1.8,10.3,6.2,25.9,2,0.3,16,28.4,0.6,0.3,0.9,0.161,4.3,-1.9,2.5,3.5,0
9419,1719,4,Patty Mills,2012-13,2012,24,SAS,NBA,PG,58,2,11.3,1.9,4.2,0.469,0.9,2.2,0.4,1.1,1.9,0.55,0.577,0.3,0.3,0.842,0.2,0.7,0.9,1.1,0.4,0.1,0.7,0.9,5.1,14.1,0.59,0.539,0.079,1.7,6.8,4.4,14.9,2,0.4,13.5,20.2,0.7,0.8,1.5,0.109,1.2,-1.6,-0.4,1.5,0
9420,1719,5,Patty Mills,2013-14,2013,25,SAS,NBA,PG,81,2,18.9,3.8,8.2,0.464,1.7,3.9,0.425,2.1,4.3,0.5,0.565,0.9,1,0.89,0.4,1.7,2.1,1.8,0.8,0.1,0.8,1.4,10.2,18.7,0.588,0.477,0.123,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,3.4,2.1,5.6,0.175,3.9,-0.6,3.3,1.7,0
9421,1719,6,Patty Mills,2014-15,2014,26,SAS,NBA,PG,51,0,15.7,2.5,6.6,0.381,1.2,3.6,0.341,1.3,3,0.429,0.473,0.6,0.8,0.825,0.4,1.1,1.5,1.7,0.5,0,0.7,1.1,6.9,13,0.496,0.542,0.119,3,7.5,5.3,16.9,1.8,0.2,9,22.1,0.6,0.9,1.4,0.087,1,-1.8,-0.7,0.2,0
9422,1719,7,Patty Mills,2015-16,2015,27,SAS,NBA,PG,81,3,20.5,3.2,7.6,0.425,1.5,4,0.384,1.7,3.6,0.469,0.525,0.6,0.7,0.81,0.3,1.6,2,2.8,0.7,0.1,0.9,1.3,8.5,14.6,0.541,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.2,2.6,4.8,0.139,2.1,-0.4,1.7,-0.2,0
9423,1719,8,Patty Mills,2016-17,2016,28,SAS,NBA,PG,76,7,22.1,3.5,7.9,0.444,1.9,4.5,0.414,1.6,3.3,0.484,0.563,0.9,1.1,0.825,0.3,1.5,1.8,3.5,0.8,0,1.2,1.4,9.8,15.7,0.584,0.576,0.134,1.7,7.3,4.6,24.2,1.9,0.1,12.9,19.6,3,2.2,5.1,0.147,2.8,-1.3,1.5,0.4,0
9424,1719,9,Patty Mills,2017-18,2017,29,SAS,NBA,PG,82,36,25.7,3.4,8.3,0.411,1.9,5,0.372,1.5,3.3,0.47,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16,1.3,0.4,12.6,17.8,2,2.1,4.1,0.093,0.9,-1.3,-0.4,0.1,0
9425,1719,10,Patty Mills,2018-19,2018,30,SAS,NBA,PG,82,1,23.3,3.4,8.1,0.425,1.9,4.9,0.394,1.5,3.2,0.475,0.545,1.1,1.3,0.854,0.3,1.9,2.2,3,0.6,0.1,1.1,1.6,9.9,13.2,0.572,0.609,0.155,1.4,8.9,5.2,17.6,1.3,0.4,11.6,18.5,2.2,1.2,3.5,0.087,1.5,-2,-0.5,0.6,0
9439,1722,1,Paul Millsap,2006-07,2006,21,UTA,NBA,PF,82,1,18,2.5,4.9,0.525,0,0,0.333,2.5,4.8,0.527,0.526,1.7,2.5,0.673,2.2,2.9,5.2,0.8,0.8,0.9,1.1,2.9,6.8,17.6,0.571,0.008,0.523,15.1,19.8,17.5,6.7,2.4,4.2,16.1,17.8,2.4,2.3,4.7,0.153,0.3,2.6,2.9,0.1,0
9440,1722,2,Paul Millsap,2007-08,2007,22,UTA,NBA,PF,82,2,20.8,3.1,6.1,0.504,0,0,0,3.1,6.1,0.508,0.504,1.9,2.8,0.677,2,3.6,5.6,1,0.9,0.9,1.1,3.3,8.1,16.1,0.548,0.008,0.456,12.1,20.8,16.5,7,2.2,3.5,12.6,18.1,2.5,2.7,5.2,0.148,-0.2,2.1,1.9,0,0
9441,1722,3,Paul Millsap,2008-09,2008,23,UTA,NBA,PF,76,38,30.1,5.3,9.9,0.534,0,0.1,0,5.3,9.8,0.537,0.534,3,4.3,0.699,3.3,5.3,8.6,1.8,1,1,1.7,3.8,13.5,18.6,0.576,0.005,0.435,13.1,21,17,9.8,1.8,2.5,12.6,20,4.5,3.3,7.7,0.162,1.3,1.9,3.3,-0.1,0
9442,1722,4,Paul Millsap,2009-10,2009,24,UTA,NBA,PF,82,8,27.8,4.7,8.7,0.538,0,0.1,0.111,4.7,8.6,0.543,0.538,2.2,3.2,0.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,3.5,11.6,16.7,0.573,0.013,0.369,9.9,18.9,14.5,8.9,1.4,3.5,12.2,18.7,3.7,3.5,7.2,0.151,0.1,2.1,2.1,-0.1,0
9443,1722,5,Paul Millsap,2010-11,2010,25,UTA,NBA,PF,76,76,34.3,6.9,13,0.531,0.1,0.3,0.391,6.8,12.7,0.535,0.536,3.4,4.4,0.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3,19.8,0.578,0.023,0.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,5.2,2.5,7.7,0.143,1.6,0.7,2.4,0,0
9444,1722,6,Paul Millsap,2011-12,2011,26,UTA,NBA,PF,64,62,32.8,6.7,13.5,0.495,0.1,0.5,0.226,6.5,13,0.505,0.499,3.2,4,0.792,2.8,6,8.8,2.3,1.8,0.8,1.8,3.5,16.6,21.8,0.545,0.036,0.296,9.7,21.2,15.4,12.4,2.9,2,10.3,23.2,4.9,2.9,7.8,0.179,2.9,2.1,5,-0.4,0
9445,1722,7,Paul Millsap,2012-13,2012,27,UTA,NBA,PF,78,78,30.4,5.5,11.2,0.49,0.2,0.5,0.333,5.3,10.7,0.498,0.498,3.4,4.6,0.742,2.3,4.8,7.1,2.6,1.3,1,1.8,3,14.6,19.8,0.55,0.045,0.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,4.8,2.9,7.6,0.154,1.8,2,3.8,-0.5,0
9446,1722,8,Paul Millsap,2013-14,2013,28,ATL,NBA,PF,74,73,33.5,6.5,14.1,0.461,1,2.9,0.358,5.5,11.3,0.487,0.498,3.9,5.3,0.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9,19.8,0.545,0.202,0.373,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,2.7,4,6.7,0.129,0.7,2.4,3.1,0,0
9437,1721,1,Elijah Millsap,2014-15,2014,27,UTA,NBA,SG,47,5,19.7,1.7,5.1,0.34,0.6,1.9,0.311,1.1,3.1,0.358,0.399,1.2,1.8,0.674,0.6,2.6,3.2,1.2,1.2,0.3,1.4,2.6,5.3,7.9,0.45,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17,-1,1.4,0.4,0.02,-3.5,1.9,-1.6,-0.7,0
9447,1722,9,Paul Millsap,2014-15,2014,29,ATL,NBA,PF,73,73,32.7,6.1,12.7,0.476,1.1,3,0.356,5,9.8,0.513,0.518,3.5,4.6,0.757,1.9,5.9,7.8,3.1,1.8,0.9,2.3,2.8,16.7,20,0.565,0.232,0.362,6.9,20,13.6,15.4,2.8,2.4,13.3,23.8,4,4.3,8.3,0.166,1.6,2.6,4.2,-0.9,0
9438,1721,2,Elijah Millsap,2015-16,2015,28,UTA,NBA,SG,20,0,8.7,0.6,2,0.282,0.1,0.6,0.083,0.5,1.4,0.37,0.295,0.7,0.9,0.722,0.3,1.5,1.8,1,0.4,0.2,0.5,1.7,1.8,6.5,0.384,0.308,0.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,-0.2,0.3,0.1,0.033,-4.6,1.8,-2.8,0,0
9448,1722,10,Paul Millsap,2015-16,2015,30,ATL,NBA,PF,81,81,32.7,6.2,13.2,0.47,0.9,2.9,0.319,5.3,10.3,0.512,0.505,3.8,5,0.757,2.4,6.6,9,3.3,1.8,1.7,2.4,2.9,17.1,21.3,0.556,0.218,0.383,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,4.1,6,10.1,0.183,1.1,4.2,5.3,-0.1,0
9449,1722,11,Paul Millsap,2016-17,2016,31,ATL,NBA,PF,66,65,34.2,6.2,14.2,0.44,1.1,3.5,0.312,5.1,10.6,0.483,0.479,4.4,5.8,0.762,1.6,6.1,7.7,3.7,1.3,0.9,2.2,2.7,18,17.8,0.538,0.25,0.408,5.2,19.2,12.3,18.2,1.9,2.3,11.7,24.2,2.5,3.6,6.1,0.131,0.6,2.1,2.7,0,0
9450,1722,12,Paul Millsap,2017-18,2017,32,DEN,NBA,PF,38,37,30.1,5.3,11.4,0.464,1,3,0.345,4.3,8.5,0.506,0.509,2.9,4.2,0.696,1.7,4.7,6.4,2.8,1,1.2,1.9,2.6,14.6,17,0.549,0.26,0.37,6.4,17.6,12.1,13.9,1.7,3.2,12.6,22,1.4,1.1,2.5,0.107,0.1,0.7,0.8,-0.1,0
9451,1722,13,Paul Millsap,2018-19,2018,33,DEN,NBA,PF,70,65,27.1,4.6,9.5,0.484,0.8,2.3,0.365,3.8,7.2,0.522,0.528,2.6,3.6,0.727,2.2,5,7.2,2,1.2,0.8,1.4,2.6,12.6,17.9,0.57,0.239,0.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,3.2,2.9,6.1,0.155,0.5,1.9,2.4,0,0
9452,1723,1,Shake Milton,2018-19,2018,22,PHI,NBA,SG,20,0,13.4,1.7,4.4,0.391,0.7,2.2,0.318,1,2.2,0.465,0.471,0.3,0.4,0.714,0.5,1.3,1.8,0.9,0.4,0.4,0.3,1.5,4.4,9.3,0.483,0.506,0.08,3.7,10,6.9,9.2,1.4,2.3,6.2,15,0.1,0.3,0.3,0.059,-2.1,-0.6,-2.7,1.7,0
9453,1724,1,Harold Miner,1992-93,1992,21,MIA,NBA,SG,73,0,18.9,4,8.4,0.475,0,0.1,0.333,4,8.3,0.477,0.477,2.2,2.9,0.762,1,1,2,1,0.5,0.1,1.3,1.8,10.3,14.3,0.529,0.015,0.348,6,6.2,6.1,9.3,1.2,0.4,11.5,25.1,1.3,0.7,2,0.069,-1.1,-2.8,-3.9,1,0
9454,1724,2,Harold Miner,1993-94,1993,22,MIA,NBA,SG,63,31,21.6,4,8.4,0.477,0.1,0.1,0.667,4,8.3,0.475,0.481,2.4,2.9,0.828,1.2,1.3,2.5,1.5,0.5,0.2,1.5,2.1,10.5,14,0.541,0.011,0.338,6.2,6.8,6.5,11.3,1.2,0.7,13.5,22.4,1.9,0.7,2.7,0.094,-0.5,-2.1,-2.6,0.5,0
9455,1724,3,Harold Miner,1994-95,1994,23,MIA,NBA,PG,45,16,19.4,2.7,6.8,0.403,0.3,1.1,0.286,2.4,5.7,0.426,0.426,1.5,2.1,0.726,0.8,1.8,2.6,1.5,0.3,0.1,1.7,1.9,7.3,8.5,0.474,0.161,0.311,5,10.9,7.9,12.1,0.9,0.5,18.2,21.5,-0.8,0.4,-0.4,-0.023,-3.9,-1.9,-5.8,0,0
9456,1724,4,Harold Miner,1995-96,1995,24,CLE,NBA,SG,19,0,7.2,1.2,2.7,0.442,0.1,0.5,0.2,1.1,2.2,0.5,0.462,0.7,0.7,1,0.2,0.4,0.6,0.4,0,0,0.7,1.2,3.2,7.6,0.528,0.192,0.25,3.8,8,5.9,11.2,0,0,19.5,26.6,-0.1,0,-0.1,-0.029,-5.3,-5,-10.3,0.3,0
9457,1725,1,Yao Ming,2002-03,2002,22,HOU,NBA,C,82,72,29,4.9,9.8,0.498,0,0,0.5,4.9,9.8,0.498,0.499,3.7,4.5,0.811,2.4,5.8,8.2,1.7,0.4,1.8,2.1,2.8,13.5,20.6,0.57,0.002,0.461,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,0.176,0.2,1.7,1.9,-0.2,0
9458,1725,2,Yao Ming,2003-04,2003,23,HOU,NBA,C,82,82,32.8,6.5,12.5,0.522,0,0,0,6.5,12.5,0.523,0.522,4.4,5.4,0.809,2.4,6.6,9,1.5,0.3,1.9,2.5,3.3,17.5,21.9,0.586,0.002,0.435,9.1,22.4,16.1,9.3,0.4,4.5,14.3,25.3,6.5,4.8,11.4,0.202,0.3,1.6,1.9,-0.1,1
9459,1725,3,Yao Ming,2004-05,2004,24,HOU,NBA,C,80,80,30.6,6.7,12.2,0.552,0,0,0,6.7,12.2,0.552,0.552,4.9,6.2,0.783,2.6,5.8,8.4,0.8,0.4,2,2.5,3.7,18.3,23.2,0.614,0,0.51,10.2,21.4,15.9,5,0.8,5.1,14.1,26.8,6,4.7,10.7,0.21,0.3,1.3,1.6,0,0
9460,1725,4,Yao Ming,2005-06,2005,25,HOU,NBA,C,57,57,34.2,8.2,15.8,0.519,0,0,0,8.2,15.8,0.519,0.519,5.9,6.9,0.853,2.6,7.6,10.2,1.5,0.5,1.6,2.6,3.4,22.3,25.6,0.592,0.001,0.439,9.1,25.6,17.5,9.8,0.8,3.9,12,29.9,5,3.5,8.6,0.211,1.3,1.1,2.4,-0.5,1
9461,1725,5,Yao Ming,2006-07,2006,26,HOU,NBA,C,48,48,33.8,8.8,17.1,0.516,0,0,0,8.8,17,0.518,0.516,7.4,8.6,0.862,2.1,7.3,9.4,2,0.4,2,3.5,3.3,25,26.5,0.601,0.002,0.504,7.2,24.7,16,12.3,0.6,4.5,14.3,33.5,4,3.4,7.4,0.22,0.4,2,2.3,-0.2,1
9462,1725,6,Yao Ming,2007-08,2007,27,HOU,NBA,C,55,55,37.2,7.9,15.5,0.507,0,0,0,7.9,15.5,0.508,0.507,6.3,7.4,0.85,3.1,7.7,10.8,2.3,0.5,2,3.3,3.1,22,22.5,0.587,0.002,0.477,9.6,22.9,16.4,11.5,0.6,4,15.1,27.1,4.2,4.1,8.3,0.196,0.4,2.6,2.9,0.1,1
9463,1725,7,Yao Ming,2008-09,2008,28,HOU,NBA,C,77,77,33.6,7.4,13.4,0.548,0,0,1,7.3,13.4,0.548,0.549,4.9,5.7,0.866,2.6,7.2,9.9,1.8,0.4,1.9,3,3.3,19.7,22.7,0.618,0.001,0.426,9.6,24.1,17.1,10,0.6,4.2,16,26.2,5.6,5,10.6,0.196,0.6,2.4,3,0,1
9464,1725,8,Yao Ming,2010-11,2010,30,HOU,NBA,C,5,5,18.2,3.6,7.4,0.486,0,0,0,3.6,7.4,0.486,0.486,3,3.2,0.938,1.4,4,5.4,0.8,0,1.6,1.4,2.6,10.2,19.8,0.579,0,0.432,8.7,24.9,16.8,7.3,0,6.1,13.7,24.8,0.2,0.1,0.3,0.147,-2.8,0,-2.8,1.6,0
9465,1726,1,Dirk Minniefield,1985-86,1985,25,CLE,NBA,PG,76,2,14.9,2.2,4.6,0.481,0.1,0.5,0.27,2.1,4.1,0.506,0.496,1,1.2,0.785,0.6,1.2,1.7,3.5,0.9,0,1.4,2.2,5.5,14.1,0.537,0.107,0.268,4.2,8.6,6.4,32.5,2.7,0.1,21.8,17.9,0.9,1,1.9,0.083,0.2,-0.5,-0.3,1.5,0
9466,1726,2,Dirk Minniefield,1986-87,1986,26,TOT,NBA,PG,74,52,21.6,2.9,6.5,0.452,0.1,0.5,0.282,2.8,6,0.467,0.464,0.8,1.2,0.689,0.4,1.5,1.9,4.7,1,0.1,2.1,2.4,6.9,10.3,0.488,0.081,0.187,2,7.5,4.8,29.5,2.2,0.3,23.1,17.3,-0.8,1.8,1.1,0.032,-3.1,-1,-4.1,3.3,0
9467,1726,3,Dirk Minniefield,1987-88,1987,27,TOT,NBA,PG,72,6,14.9,1.5,3.1,0.489,0.1,0.2,0.25,1.4,2.8,0.507,0.498,0.6,0.8,0.745,0.4,0.9,1.3,3.2,0.8,0,1.3,1.8,3.6,10.4,0.532,0.072,0.249,3.4,6.9,5.2,26.5,2.7,0.2,27.5,13.4,0.3,0.8,1.1,0.05,-2,-1,-3,2.7,0
9468,1727,1,Greg Minor,1994-95,1994,23,BOS,NBA,SG,63,8,15,2.5,4.8,0.515,0,0.2,0.167,2.4,4.6,0.529,0.518,1,1.2,0.833,0.8,1.4,2.2,1,0.5,0.3,0.7,1.4,6,14.7,0.562,0.04,0.259,5.9,10.9,8.4,10.9,1.7,1.2,11.6,17.4,1.4,0.6,2.1,0.106,-0.2,-0.4,-0.6,0.5,0
9469,1727,2,Greg Minor,1995-96,1995,24,BOS,NBA,SG,78,47,22.6,4.1,8.2,0.5,0.1,0.3,0.259,4,7.9,0.511,0.505,1.3,1.7,0.762,1.2,2.1,3.3,1.9,0.5,0.1,1,2.1,9.6,14,0.535,0.042,0.203,5.8,10.7,8.2,13.5,1,0.4,10.1,18.9,2.3,0.7,3,0.082,-0.5,-1.4,-1.8,1.8,0
9470,1727,3,Greg Minor,1996-97,1996,25,BOS,NBA,SF,23,15,23.8,4.1,8.5,0.48,0,0.3,0.125,4,8.2,0.495,0.482,1.3,1.6,0.861,1.3,2.2,3.5,1.5,0.7,0.1,1,2,9.6,13.2,0.519,0.041,0.184,5.9,11.4,8.4,10.4,1.4,0.3,9.4,18.3,0.6,0.1,0.6,0.056,-1.4,-2.3,-3.7,1.5,0
9471,1727,4,Greg Minor,1997-98,1997,26,BOS,NBA,SG,69,16,16.3,2,4.7,0.436,0.1,0.4,0.194,1.9,4.2,0.462,0.445,0.9,1.2,0.686,0.8,1.4,2.2,1.3,0.8,0.2,0.6,1.4,5,11.8,0.481,0.097,0.268,5.3,10.9,7.8,12.2,2.4,0.8,10.7,15.4,0.8,0.9,1.7,0.074,-2,-0.4,-2.4,0,0
9472,1727,5,Greg Minor,1998-99,1998,27,BOS,NBA,SG,44,7,17.4,1.9,4.6,0.417,0.2,0.6,0.286,1.8,4,0.438,0.436,0.8,1.1,0.75,0.7,2,2.7,1.1,0.5,0.1,0.9,1.6,4.9,9.7,0.475,0.137,0.235,4.4,13,8.6,10.3,1.4,0.6,14.4,15.4,0.2,0.6,0.8,0.048,-2.9,-0.9,-3.7,0.5,0
9473,1728,1,Nikola Mirotic,2014-15,2014,23,CHI,NBA,PF,82,3,20.2,3.1,7.6,0.405,1.2,3.8,0.316,1.9,3.8,0.495,0.485,2.8,3.5,0.803,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1,10.2,17.9,0.556,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3,2.7,5.7,0.165,1.2,0,1.2,1,0
9474,1728,2,Nikola Mirotic,2015-16,2015,24,CHI,NBA,PF,66,38,24.9,3.8,9.2,0.407,2,5.2,0.39,1.7,4,0.43,0.518,2.2,2.7,0.807,0.9,4.6,5.5,1.5,0.9,0.7,1.5,2.3,11.8,15.6,0.564,0.568,0.297,3.8,19.1,11.6,9.4,1.8,2,12.9,21.1,1.8,2.2,3.9,0.115,1.1,0.1,1.2,-0.1,0
9475,1728,3,Nikola Mirotic,2016-17,2016,25,CHI,NBA,PF,66,11,23.9,3.6,8.8,0.414,1.8,5.3,0.337,1.8,3.5,0.53,0.516,1.4,1.8,0.779,0.8,4.5,5.4,1,0.7,0.8,1.1,1.8,10.5,14.2,0.547,0.603,0.21,3.7,20.9,12.2,6.8,1.5,2.6,10.6,19.6,1.1,2.1,3.2,0.099,-0.2,0.1,0,0,0
9476,1728,4,Nikola Mirotic,2017-18,2017,26,TOT,NBA,PF,55,14,27.2,5.6,12.4,0.447,2.5,6.5,0.377,3.1,5.9,0.525,0.546,2,2.5,0.818,1.1,6.3,7.4,1.5,0.8,0.7,1.1,2,15.6,18.7,0.577,0.523,0.2,4.3,24.9,14.6,8.6,1.4,2.2,7.7,23.4,2.2,1.8,4,0.128,1.4,-0.7,0.6,0,0
9477,1728,5,Nikola Mirotic,2018-19,2018,27,TOT,NBA,PF,46,25,27.1,5.2,11.8,0.439,2.5,6.9,0.365,2.7,4.9,0.545,0.546,2.3,2.7,0.847,1.3,6.1,7.4,1.2,0.7,0.7,1,2.3,15.2,17.2,0.584,0.587,0.229,5.1,22.6,14,6.2,1.2,2.2,7.4,21.4,2,1.4,3.5,0.133,1.2,-1.2,0,0.2,0
9478,1729,1,Jason Miskiri,1999-00,1999,24,CHH,NBA,PG,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-12.4,0,1,0,0,0,0,44.9,0,0,0,14.9,0,0,0,-0.205,-9.8,-13.1,-22.8,4.4,0
9494,1732,1,Todd Mitchell,1988-89,1988,22,TOT,NBA,SF,24,0,14.7,1.8,4,0.443,0,0,0,1.8,4,0.443,0.443,1.5,2.7,0.578,0.8,1.3,2.1,0.9,0.7,0.1,1.4,2.1,5.1,7.5,0.491,0,0.66,5.5,10.6,7.9,8.6,2.2,0.3,20.9,18.1,-0.4,0.3,-0.1,-0.008,-4.9,-0.6,-5.5,7.1,0
9481,1731,1,Sam Mitchell,1989-90,1989,26,MIN,NBA,PF,80,30,30.2,4.7,10.4,0.446,0,0.1,0,4.7,10.3,0.451,0.446,3.4,4.4,0.768,2.3,3.5,5.8,1.1,0.8,0.7,1.2,3.8,12.7,13.7,0.512,0.011,0.418,8.4,14.9,11.5,6,1.4,1.5,8.9,19.8,2.8,2.3,5.1,0.102,-1.1,-0.5,-1.6,5.4,0
9482,1731,2,Sam Mitchell,1990-91,1990,27,MIN,NBA,PF,82,60,38.1,5.4,12.3,0.441,0,0.1,0,5.4,12.2,0.445,0.441,3.7,4.8,0.775,2.3,4,6.3,1.6,0.8,0.7,1.3,4.1,14.6,12.3,0.505,0.009,0.392,6.6,13.2,9.7,6.3,1.1,1.2,8.1,17.8,3.7,1.4,5.1,0.078,-0.9,-0.8,-1.6,2.7,0
9483,1731,3,Sam Mitchell,1991-92,1991,28,MIN,NBA,PF,82,63,26.2,3.7,8.8,0.423,0,0.1,0.182,3.7,8.7,0.427,0.425,2.5,3.2,0.786,1.9,3.8,5.8,1.1,0.6,0.5,1.2,2.8,10.1,12,0.49,0.015,0.367,7.9,16.7,12.1,6.2,1.2,1.1,10.3,18.6,1.1,1.2,2.3,0.051,-2.2,-1.3,-3.4,4,0
9484,1731,4,Sam Mitchell,1992-93,1992,29,IND,NBA,SF,81,1,17.3,2.7,6,0.445,0,0.3,0.174,2.6,5.7,0.459,0.449,1.9,2.3,0.811,1.1,1.9,3.1,0.9,0.3,0.1,0.6,2.6,7.2,11.9,0.517,0.048,0.383,7.4,12,9.7,7.7,0.8,0.5,8.3,18.6,2.1,0.7,2.8,0.095,-0.9,-2.2,-3.1,3.6,0
9485,1731,5,Sam Mitchell,1993-94,1993,30,IND,NBA,PF,75,18,14.5,1.9,4.1,0.458,0,0.1,0,1.9,4,0.465,0.458,1.1,1.5,0.745,0.9,1.6,2.5,0.9,0.4,0.1,0.7,2,4.8,10.9,0.511,0.016,0.359,7.9,12.2,10.1,8.9,1.6,0.6,12.4,16.4,1,1.2,2.2,0.099,-1.4,-0.2,-1.7,3.6,0
9486,1731,6,Sam Mitchell,1994-95,1994,31,IND,NBA,SF,81,12,17,2.5,5.1,0.487,0,0.1,0.1,2.5,5,0.496,0.488,1.6,2.1,0.724,1.2,1.8,3,0.8,0.5,0.2,0.7,2.5,6.5,13.4,0.54,0.024,0.421,8.5,12.7,10.7,7.3,1.7,1.1,9.9,18.1,2,1.7,3.7,0.13,-0.6,0.2,-0.5,9.3,0
9487,1731,7,Sam Mitchell,1995-96,1995,32,MIN,NBA,SF,78,42,27.5,3.9,7.9,0.49,0,0.2,0.056,3.9,7.7,0.503,0.491,3,3.7,0.814,1.4,3,4.3,0.9,0.6,0.3,1.1,2.8,10.8,13,0.566,0.029,0.471,6,12.9,9.5,5.7,1.2,0.9,10.4,17.2,3.1,1.1,4.3,0.095,-0.9,-1.3,-2.2,6.8,0
9488,1731,8,Sam Mitchell,1996-97,1996,33,MIN,NBA,SF,82,5,24.9,3.3,7.4,0.446,0,0.3,0.16,3.2,7,0.458,0.449,2.7,3.6,0.759,1.4,2.6,4,1,0.6,0.2,1.1,2.8,9.3,11.8,0.523,0.041,0.489,6.5,12.3,9.4,6.3,1.3,0.7,11.3,18.5,1.8,1.5,3.3,0.077,-2.1,-1.4,-3.5,5.5,0
9489,1731,9,Sam Mitchell,1997-98,1997,34,MIN,NBA,SF,81,33,27.6,4.6,9.9,0.464,0.2,0.5,0.349,4.4,9.3,0.47,0.473,3,3.6,0.832,1.5,3.3,4.8,1.3,0.8,0.3,0.8,2.5,12.3,15.8,0.539,0.054,0.365,6,13.4,9.8,7.6,1.5,0.7,6.6,19.7,4.7,1.4,6.1,0.131,0.4,-1.3,-0.9,5.3,0
9490,1731,10,Sam Mitchell,1998-99,1998,35,MIN,NBA,SF,50,20,26.9,4.3,10.4,0.408,0.2,0.8,0.237,4.1,9.7,0.421,0.417,2.5,3.3,0.764,1.1,2.5,3.6,2,0.7,0.3,0.7,2.2,11.2,14.1,0.472,0.073,0.316,4.2,11.5,7.6,12,1.4,0.9,5.4,20.6,1.9,1.1,3,0.108,-0.6,-1,-1.6,4.6,0
9491,1731,11,Sam Mitchell,1999-00,1999,36,MIN,NBA,SF,66,24,18.6,2.5,5.7,0.447,0.2,0.3,0.435,2.4,5.3,0.448,0.46,1.2,1.4,0.88,0.4,1.7,2.1,1.7,0.4,0.2,0.7,1.8,6.5,12,0.513,0.061,0.245,2.6,10.5,6.5,13.4,1.2,0.8,9.6,16.9,1.4,0.9,2.3,0.092,-1.5,-1.2,-2.7,4.7,0
9492,1731,12,Sam Mitchell,2000-01,2000,37,MIN,NBA,SF,82,4,12,1.4,3.5,0.408,0.1,0.5,0.209,1.3,3,0.443,0.424,0.5,0.7,0.727,0.3,1.2,1.5,0.7,0.3,0.1,0.4,1.4,3.5,8.2,0.455,0.149,0.19,3.2,11.2,7.1,8.6,1.4,0.7,10.3,16.1,0,0.6,0.6,0.03,-3.4,-1.5,-4.9,2.1,0
